Model_ID,Model,Inference_Memory_Usage,Peak_Memory_During_Inference,Predictor_Size,Learner_Size,Models_Size,Total_Size
XGB_190,XGBoost_r187,266240,140951,511,7722,8885,17118
XGB_191,XGBoost_r188,131072,126910,511,7722,8366,16599
XGB_192,XGBoost_r189,131072,140947,511,7710,8861,17082
XGB_193,XGBoost_r190,131072,127667,511,7722,8366,16599
XGB_194,XGBoost_r191,262144,141067,511,7722,8885,17118
XGB_195,XGBoost_r192,131072,126569,511,7710,8342,16563
XGB_196,XGBoost_r193,131072,128125,511,7722,8366,16599
XGB_197,XGBoost_r194,131072,127367,511,7722,8366,16599
XGB_198,XGBoost_r195,131072,140814,511,7710,8861,17082
XGB_199,XGBoost_r196,131072,127253,511,7722,8366,16599
XGB_200,XGBoost_r197,131072,140899,511,7722,8885,17118
XGB_201,XGBoost_r198,131072,127432,511,7710,8342,16563
XGB_202,XGBoost_r199,131072,127821,511,7722,8366,16599
XGB_203,XGBoost_r200,131072,140942,511,7722,8885,17118
TABPFN_0,TabPFN_c1,3256320,104254387,394,7710,103388970,103397074
TABPFN_1,TabPFN_c2,138072064,104255072,425,7710,103389007,103397142
TABPFN_2,TabPFN_c3,181141504,104254559,425,7710,103389007,103397142
RF_0,RandomForest_c1,3538944,3808611,390,7710,3045669,3053769
RF_1,RandomForest_r1,1724416,1751874,456,7710,831917,840083
RF_2,RandomForest_r2,2490368,2603300,454,7710,1813296,1821460
RF_3,RandomForest_r3,3018752,2940580,454,7722,2156236,2164412
RF_4,RandomForest_r4,1593344,1569031,456,7710,456354,464520
RF_5,RandomForest_r5,3145728,3373465,454,7722,2597410,2605586
RF_6,RandomForest_r6,1441792,1761747,454,7710,838281,846445
RF_7,RandomForest_r7,786432,1019912,454,7710,172231,180395
RF_8,RandomForest_r8,2752512,2603308,454,7722,1813320,1821496
RF_9,RandomForest_r9,1724416,1761747,454,7710,838281,846445
RF_10,RandomForest_r10,786432,1019800,455,7710,172235,180400
RF_11,RandomForest_r11,2490368,2603302,455,7710,1813300,1821465
RF_12,RandomForest_r12,1200128,1241319,457,7722,267604,275783
RF_13,RandomForest_r13,3731456,3809283,455,7710,3045764,3053929
RF_14,RandomForest_r14,1110016,1243459,457,7722,268404,276583
RF_15,RandomForest_r15,2490368,2621958,457,7710,1852056,1860223
RF_16,RandomForest_r16,2883584,3075162,457,7722,2298854,2307033
RF_17,RandomForest_r17,1576960,1751994,457,7710,831921,840088
RF_18,RandomForest_r18,3014656,3373511,455,7710,2597390,2605555
RF_19,RandomForest_r19,2772992,2845882,457,7710,2063603,2071770
RF_20,RandomForest_r20,2228224,2603252,455,7722,1813324,1821501
RF_21,RandomForest_r21,2621440,2621958,457,7710,1852056,1860223
RF_22,RandomForest_r22,2363392,2448784,457,7722,1419546,1427725
RF_23,RandomForest_r23,-11776000,1568004,457,7710,456521,464688
RF_24,RandomForest_r24,2097152,2431054,457,7710,1395833,1404000
RF_25,RandomForest_r25,2490368,2448784,457,7722,1419546,1427725
RF_26,RandomForest_r26,3018752,2524206,455,7710,1544624,1552789
RF_27,RandomForest_r27,1048576,1241319,457,7722,267604,275783
RF_28,RandomForest_r28,2359296,2603302,455,7710,1813300,1821465
RF_29,RandomForest_r29,1572864,1761693,455,7710,838285,846450
RF_30,RandomForest_r30,2359296,2524214,455,7722,1544648,1552825
RF_31,RandomForest_r31,2359296,2528987,457,7710,1681798,1689965
RF_32,RandomForest_r32,3276800,3372458,457,7710,2590546,2598713
RF_33,RandomForest_r33,2621440,2940584,455,7722,2156240,2164417
RF_34,RandomForest_r34,1069056,1241245,457,7710,267580,275747
RF_35,RandomForest_r35,2228224,2621966,457,7722,1852080,1860259
RF_36,RandomForest_r36,2228224,2526890,457,7710,1620660,1628827
RF_37,RandomForest_r37,2097152,2528937,457,7722,1681822,1690001
RF_38,RandomForest_r38,2359296,2596095,457,7710,1798767,1806934
RF_39,RandomForest_r39,2621440,2906183,457,7710,2136892,2145059
RF_40,RandomForest_r40,1441792,1568993,457,7722,456382,464561
RF_41,RandomForest_r41,2228224,2621958,457,7710,1852056,1860223
RF_42,RandomForest_r42,2883584,3198261,457,7722,2395343,2403522
RF_43,RandomForest_r43,2621440,2603244,455,7710,1813300,1821465
RF_44,RandomForest_r44,786432,1029210,457,7710,174351,182518
RF_45,RandomForest_r45,2883584,2940642,455,7722,2156240,2164417
RF_46,RandomForest_r46,2228224,2621958,457,7710,1852056,1860223
RF_47,RandomForest_r47,917504,1029226,457,7722,174375,182554
RF_48,RandomForest_r48,2752512,2622016,457,7710,1852056,1860223
RF_49,RandomForest_r49,3670016,3809241,455,7722,3045788,3053965
RF_50,RandomForest_r50,1441792,1569035,457,7710,456358,464525
RF_51,RandomForest_r51,937984,1019858,455,7710,172235,180400
RF_52,RandomForest_r52,1720320,1761693,455,7710,838285,846450
RF_53,RandomForest_r53,1441792,1546559,455,7722,456394,464571
RF_54,RandomForest_r54,933888,1029210,457,7710,174351,182518
RF_55,RandomForest_r55,1581056,1546601,455,7710,456370,464535
RF_56,RandomForest_r56,2752512,2940642,455,7722,2156240,2164417
RF_57,RandomForest_r57,1441792,1546543,455,7710,456370,464535
RF_58,RandomForest_r58,970752,1019932,455,7722,172259,180436
RF_59,RandomForest_r59,2752512,2940626,455,7710,2156216,2164381
RF_60,RandomForest_r60,1331200,1568004,457,7710,456521,464688
RF_61,RandomForest_r61,1703936,1750049,457,7722,832105,840284
RF_62,RandomForest_r62,1048576,1029210,457,7710,174351,182518
RF_63,RandomForest_r63,1048576,1569035,457,7710,456358,464525
RF_64,RandomForest_r64,786432,1029168,457,7722,174375,182554
RF_65,RandomForest_r65,1048576,1243327,457,7710,268380,276547
RF_66,RandomForest_r66,2101248,2448784,457,7722,1419546,1427725
RF_67,RandomForest_r67,1048576,1241303,457,7710,267580,275747
RF_68,RandomForest_r68,1331200,1234177,455,7710,266264,274429
RF_69,RandomForest_r69,-270336,2622024,457,7722,1852080,1860259
RF_70,RandomForest_r70,1052672,1242131,457,7722,267924,276103
RF_71,RandomForest_r71,2752512,2940626,455,7710,2156216,2164381
RF_72,RandomForest_r72,1441792,1761751,455,7710,838285,846450
RF_73,RandomForest_r73,2490368,2524214,455,7722,1544648,1552825
RF_74,RandomForest_r74,1703936,1761751,455,7710,838285,846450
RF_75,RandomForest_r75,790528,1019874,455,7722,172259,180436
RF_76,RandomForest_r76,2228224,2603302,455,7710,1813300,1821465
RF_77,RandomForest_r77,1048576,1019916,455,7710,172235,180400
RF_78,RandomForest_r78,2752512,3075220,457,7722,2298854,2307033
RF_79,RandomForest_r79,1048576,1234293,455,7710,266264,274429
RF_80,RandomForest_r80,2359296,2596111,457,7722,1798791,1806970
RF_81,RandomForest_r81,3538944,3373511,455,7710,2597390,2605555
RF_82,RandomForest_r82,2359296,2596095,457,7710,1798767,1806934
RF_83,RandomForest_r83,1703936,1752010,457,7722,831945,840124
RF_84,RandomForest_r84,1593344,1762354,457,7710,835921,844088
RF_85,RandomForest_r85,2490368,2906315,457,7722,2136916,2145095
RF_86,RandomForest_r86,2359296,2528929,457,7710,1681798,1689965
RF_87,RandomForest_r87,1835008,1761693,455,7710,838285,846450
RF_88,RandomForest_r88,3014656,2940584,455,7722,2156240,2164417
RF_89,RandomForest_r89,3280896,3373511,455,7710,2597390,2605555
RF_90,RandomForest_r90,1310720,1546601,455,7710,456370,464535
RF_91,RandomForest_r91,2379776,2524214,455,7722,1544648,1552825
RF_92,RandomForest_r92,2752512,2603186,455,7710,1813300,1821465
RF_93,RandomForest_r93,1179648,1241303,457,7710,267580,275747
RF_94,RandomForest_r94,1048576,1019874,455,7722,172259,180436
RF_95,RandomForest_r95,2359296,2508392,457,7710,1471202,1479369
RF_96,RandomForest_r96,2359296,2524156,455,7722,1544648,1552825
RF_97,RandomForest_r97,1314816,1546543,455,7710,456370,464535
RF_98,RandomForest_r98,2228224,2596095,457,7710,1798767,1806934
RF_99,RandomForest_r99,2228224,2497181,457,7710,1580180,1588347
RF_100,RandomForest_r100,1572864,1761713,456,7722,838313,846491
RF_101,RandomForest_r101,1441792,1761755,456,7710,838289,846455
RF_102,RandomForest_r102,1179648,1241323,458,7722,267608,275788
RF_103,RandomForest_r103,2228224,2431058,458,7710,1395837,1404005
RF_104,RandomForest_r104,2228224,2603304,456,7710,1813304,1821470
RF_105,RandomForest_r105,2228224,2622026,458,7722,1852084,1860264
RF_106,RandomForest_r106,1060864,1243447,458,7710,268384,276552
RF_107,RandomForest_r107,917504,1242177,458,7710,267904,276072
RF_108,RandomForest_r108,1589248,1761713,456,7722,838313,846491
RF_109,RandomForest_r109,3407872,3809287,456,7710,3045768,3053934
RF_110,RandomForest_r110,2097152,2528997,458,7722,1681826,1690006
RF_111,RandomForest_r111,1310720,1566591,458,7710,455562,463730
RF_112,RandomForest_r112,3670016,3809303,456,7722,3045792,3053970
RF_113,RandomForest_r113,933888,1019920,456,7710,172239,180405
RF_114,RandomForest_r114,2621440,2906319,458,7722,2136920,2145100
RF_115,RandomForest_r115,2490368,2596099,458,7710,1798771,1806939
RF_116,RandomForest_r116,1069056,1242119,458,7710,267904,276072
RF_117,RandomForest_r117,3014656,2524208,456,7710,1544628,1552794
RF_118,RandomForest_r118,1179648,1242193,458,7722,267928,276108
RF_119,RandomForest_r119,3284992,3373399,456,7710,2597394,2605560
RF_120,RandomForest_r120,2752512,3373531,456,7722,2597418,2605596
RF_121,RandomForest_r121,917504,1241307,458,7710,267584,275752
RF_122,RandomForest_r122,-3678208,1568024,458,7722,456549,464729
RF_123,RandomForest_r123,1449984,1546547,456,7710,456374,464540
RF_124,RandomForest_r124,1183744,1019936,456,7722,172263,180441
RF_125,RandomForest_r125,2228224,2431058,458,7710,1395837,1404005
RF_126,RandomForest_r126,3276800,3373515,456,7710,2597394,2605560
RF_127,RandomForest_r127,2228224,2431074,458,7722,1395861,1404041
RF_128,RandomForest_r128,655360,1018422,456,7710,172239,180405
RF_129,RandomForest_r129,1966080,2447346,458,7722,1419550,1427730
RF_130,RandomForest_r130,2228224,2601806,456,7710,1813304,1821470
RF_131,RandomForest_r131,2359296,2620578,458,7710,1852060,1860228
RF_132,RandomForest_r132,2646016,2939206,456,7722,2156244,2164422
RF_133,RandomForest_r133,2228224,2522710,456,7710,1544628,1552794
RF_134,RandomForest_r134,2752512,3371038,458,7722,2590574,2598754
RF_135,RandomForest_r135,2097152,2522768,456,7710,1544628,1552794
RF_136,RandomForest_r136,655360,1027774,458,7710,174355,182523
RF_137,RandomForest_r137,2097152,2429576,458,7722,1395861,1404041
RF_138,RandomForest_r138,1048576,1027658,458,7710,174355,182523
RF_139,RandomForest_r139,1441792,1748555,458,7722,832109,840289
RF_140,RandomForest_r140,655360,1018480,456,7710,172239,180405
RF_141,RandomForest_r141,2359296,2495751,458,7722,1580208,1588388
RF_142,RandomForest_r142,2232320,2495743,458,7710,1580184,1588352
RF_143,RandomForest_r143,2228224,2601864,456,7710,1813304,1821470
RF_144,RandomForest_r144,2752512,3073784,458,7722,2298858,2307038
RF_145,RandomForest_r145,1310720,1545165,456,7710,456374,464540
RF_146,RandomForest_r146,2752512,2601872,456,7722,1813328,1821506
RF_147,RandomForest_r147,1048576,1242007,458,7710,268384,276552
RF_148,RandomForest_r148,3407872,3807805,456,7722,3045792,3053970
RF_149,RandomForest_r149,2228224,2904805,458,7710,2136896,2145064
RF_150,RandomForest_r150,2359296,2594659,458,7710,1798771,1806939
RF_151,RandomForest_r151,3276800,3371975,456,7722,2597418,2605596
RF_152,RandomForest_r152,2359296,2447338,458,7710,1419526,1427694
RF_153,RandomForest_r153,2490368,2522718,456,7722,1544652,1552830
RF_154,RandomForest_r154,2359296,2522710,456,7710,1544628,1552794
RF_155,RandomForest_r155,1060864,1232857,456,7710,266268,274434
RF_156,RandomForest_r156,-4075520,1241965,458,7722,268408,276588
RF_157,RandomForest_r157,2359296,2754786,458,7710,1951909,1960077
RF_158,RandomForest_r158,3145728,3371096,458,7722,2590574,2598754
RF_159,RandomForest_r159,1179648,1240737,458,7710,267904,276072
RF_160,RandomForest_r160,1572864,1760273,456,7722,838313,846491
RF_161,RandomForest_r161,917504,1239751,458,7710,267584,275752
RF_162,RandomForest_r162,2359296,2594659,458,7710,1798771,1806939
RF_163,RandomForest_r163,1449984,1760976,458,7710,835925,844093
RF_164,RandomForest_r164,1966080,2447288,458,7722,1419550,1427730
RF_165,RandomForest_r165,2490368,2754844,458,7710,1951909,1960077
RF_166,RandomForest_r166,3670016,3807847,456,7710,3045768,3053934
RF_167,RandomForest_r167,2752512,2939206,456,7722,2156244,2164422
RF_168,RandomForest_r168,3407872,3807847,456,7710,3045768,3053934
RF_169,RandomForest_r169,917504,1027774,458,7710,174355,182523
RF_170,RandomForest_r170,1310720,1760331,456,7722,838313,846491
RF_171,RandomForest_r171,2359296,2601806,456,7710,1813304,1821470
RF_172,RandomForest_r172,2289664,2495751,458,7722,1580208,1588388
RF_173,RandomForest_r173,1179648,1545107,456,7710,456374,464540
RF_174,RandomForest_r174,1703936,1567599,458,7710,456362,464530
RF_175,RandomForest_r175,1441792,1760934,458,7722,835949,844129
RF_176,RandomForest_r176,2101248,2447338,458,7710,1419526,1427694
RF_177,RandomForest_r177,2490368,2904863,458,7710,2136896,2145064
RF_178,RandomForest_r178,2228224,2525470,458,7722,1620688,1628868
RF_179,RandomForest_r179,1441792,1760976,458,7710,835925,844093
RF_180,RandomForest_r180,786432,1232799,456,7710,266268,274434
RF_181,RandomForest_r181,1441792,1545065,456,7722,456398,464576
RF_182,RandomForest_r182,1310720,1760257,456,7710,838289,846455
RF_183,RandomForest_r183,2359296,2525412,458,7722,1620688,1628868
RF_184,RandomForest_r184,2621440,2527549,458,7710,1681802,1689970
RF_185,RandomForest_r185,2625536,2506932,458,7710,1471206,1479374
RF_186,RandomForest_r186,942080,1018496,456,7722,172263,180441
RF_187,RandomForest_r187,917504,1027716,458,7710,174355,182523
RF_188,RandomForest_r188,1200128,1240695,458,7722,267928,276108
RF_189,RandomForest_r189,2932736,2939190,456,7710,2156220,2164386
RF_190,RandomForest_r190,1069056,1232815,456,7722,266292,274470
RF_191,RandomForest_r191,2883584,2904863,458,7710,2136896,2145064
RF_192,RandomForest_r192,1310720,1545165,456,7710,456374,464540
RF_193,RandomForest_r193,2359296,2601872,456,7722,1813328,1821506
RF_194,RandomForest_r194,2494464,2594659,458,7710,1798771,1806939
RF_195,RandomForest_r195,2752512,3196867,458,7710,2395323,2403491
RF_196,RandomForest_r196,2228224,2594675,458,7722,1798795,1806975
RF_197,RandomForest_r197,2883584,3073768,458,7710,2298834,2307002
RF_198,RandomForest_r198,2121728,2429676,458,7710,1395837,1404005
RF_199,RandomForest_r199,2621440,2939148,456,7722,2156244,2164422
RF_200,RandomForest_r200,917504,1239867,458,7710,267584,275752
NN_TORCH_0,NeuralNetTorch_c1,262144,402120,396,7710,224889,232995
NN_TORCH_1,NeuralNetTorch_c2,262144,446538,414,7710,237946,246070
NN_TORCH_2,NeuralNetTorch_c3,151552,242834,412,7710,91037,99159
NN_TORCH_3,NeuralNetTorch_c4,151552,286433,429,7710,96736,104875
NN_TORCH_4,NeuralNetTorch_r1,0,741711,538,7710,530996,539244
NN_TORCH_5,NeuralNetTorch_r2,282624,189555,537,7710,21834,30081
NN_TORCH_6,NeuralNetTorch_r3,262144,359854,538,7710,168796,177044
NN_TORCH_7,NeuralNetTorch_r4,282624,190747,538,7710,33059,41307
NN_TORCH_8,NeuralNetTorch_r5,0,206401,537,7710,28174,36421
NN_TORCH_9,NeuralNetTorch_r6,151552,743992,537,7710,564555,572802
NN_TORCH_10,NeuralNetTorch_r7,151552,189534,537,7710,24787,33034
NN_TORCH_11,NeuralNetTorch_r8,0,379264,538,7710,187948,196196
NN_TORCH_12,NeuralNetTorch_r9,413696,387602,537,7710,165338,173585
NN_TORCH_13,NeuralNetTorch_r10,151552,406711,538,7710,228247,236495
NN_TORCH_14,NeuralNetTorch_r11,151552,531022,538,7710,339978,348226
NN_TORCH_15,NeuralNetTorch_r12,262144,206340,539,7710,19241,27490
NN_TORCH_16,NeuralNetTorch_r13,0,353073,538,7710,199621,207869
NN_TORCH_17,NeuralNetTorch_r14,413696,205768,539,7710,24641,32890
NN_TORCH_18,NeuralNetTorch_r15,151552,438142,538,7710,206565,214813
NN_TORCH_19,NeuralNetTorch_r16,323584,412643,539,7710,234647,242896
NN_TORCH_20,NeuralNetTorch_r17,544768,263851,538,7710,56938,65186
NN_TORCH_21,NeuralNetTorch_r18,151552,189588,538,7710,21334,29582
NN_TORCH_22,NeuralNetTorch_r19,413696,206172,539,7710,31122,39371
NN_TORCH_23,NeuralNetTorch_r20,0,206115,539,7710,18521,26770
NN_TORCH_24,NeuralNetTorch_r21,413696,189421,539,7710,28527,36776
NN_TORCH_25,NeuralNetTorch_r22,151552,759341,538,7710,580039,588287
NN_TORCH_26,NeuralNetTorch_r23,282624,200879,538,7710,22795,31043
NN_TORCH_27,NeuralNetTorch_r24,151552,594816,538,7710,385472,393720
NN_TORCH_28,NeuralNetTorch_r25,282624,331228,538,7710,177989,186237
NN_TORCH_29,NeuralNetTorch_r26,151552,281471,538,7710,87159,95407
NN_TORCH_30,NeuralNetTorch_r27,278528,278965,539,7710,91492,99741
NN_TORCH_31,NeuralNetTorch_r28,151552,678914,538,7710,499975,508223
NN_TORCH_32,NeuralNetTorch_r29,0,1258719,539,7710,1008841,1017090
NN_TORCH_33,NeuralNetTorch_r30,282624,705840,538,7710,455793,464041
NN_TORCH_34,NeuralNetTorch_r31,393216,302190,538,7710,103236,111484
NN_TORCH_35,NeuralNetTorch_r32,151552,201057,539,7710,18370,26619
NN_TORCH_36,NeuralNetTorch_r33,131072,211962,539,7710,34290,42539
NN_TORCH_37,NeuralNetTorch_r34,282624,292885,539,7710,58622,66871
NN_TORCH_38,NeuralNetTorch_r35,262144,292264,539,7710,92471,100720
NN_TORCH_39,NeuralNetTorch_r36,131072,238595,538,7710,37164,45412
NN_TORCH_40,NeuralNetTorch_r37,151552,357135,538,7710,129333,137581
NN_TORCH_41,NeuralNetTorch_r38,0,394498,538,7710,229181,237429
NN_TORCH_42,NeuralNetTorch_r39,413696,315330,538,7710,162269,170517
NN_TORCH_43,NeuralNetTorch_r40,262144,189712,538,7710,30623,38871
NN_TORCH_44,NeuralNetTorch_r41,413696,276868,539,7710,41084,49333
NN_TORCH_45,NeuralNetTorch_r42,282624,944273,538,7710,764575,772823
NN_TORCH_46,NeuralNetTorch_r43,0,206503,538,7710,26234,34482
NN_TORCH_47,NeuralNetTorch_r44,151552,232339,538,7710,28253,36501
NN_TORCH_48,NeuralNetTorch_r45,151552,189619,538,7710,25295,33543
NN_TORCH_49,NeuralNetTorch_r46,151552,441121,538,7710,275829,284077
NN_TORCH_50,NeuralNetTorch_r47,282624,670797,538,7710,490207,498455
NN_TORCH_51,NeuralNetTorch_r48,282624,200595,539,7710,20603,28852
NN_TORCH_52,NeuralNetTorch_r49,655360,328110,539,7710,118012,126261
NN_TORCH_53,NeuralNetTorch_r50,151552,206279,538,7710,26306,34554
NN_TORCH_54,NeuralNetTorch_r51,0,214334,540,7710,35452,43702
NN_TORCH_55,NeuralNetTorch_r52,282624,189431,538,7710,29543,37791
NN_TORCH_56,NeuralNetTorch_r53,0,426502,539,7710,272621,280870
NN_TORCH_57,NeuralNetTorch_r54,315392,237876,538,7710,37227,45475
NN_TORCH_58,NeuralNetTorch_r55,151552,189296,538,7710,28679,36927
NN_TORCH_59,NeuralNetTorch_r56,167936,508453,538,7710,317698,325946
NN_TORCH_60,NeuralNetTorch_r57,180224,988268,539,7710,777240,785489
NN_TORCH_61,NeuralNetTorch_r58,131072,721846,539,7710,511464,519713
NN_TORCH_62,NeuralNetTorch_r59,151552,1100195,538,7710,907738,915986
NN_TORCH_63,NeuralNetTorch_r60,151552,277671,538,7710,41092,49340
NN_TORCH_64,NeuralNetTorch_r61,131072,842253,539,7710,650506,658755
NN_TORCH_65,NeuralNetTorch_r62,151552,189197,538,7710,28607,36855
NN_TORCH_66,NeuralNetTorch_r63,282624,556627,538,7710,260047,268295
NN_TORCH_67,NeuralNetTorch_r64,544768,459047,539,7710,198470,206719
NN_TORCH_68,NeuralNetTorch_r65,0,277458,539,7710,57211,65460
NN_TORCH_69,NeuralNetTorch_r66,131072,275182,538,7710,96619,104867
NN_TORCH_70,NeuralNetTorch_r67,262144,215490,539,7710,38971,47220
NN_TORCH_71,NeuralNetTorch_r68,151552,392648,538,7710,201368,209616
NN_TORCH_72,NeuralNetTorch_r69,131072,726799,538,7710,545983,554231
NN_TORCH_73,NeuralNetTorch_r70,151552,211797,538,7710,26410,34658
NN_TORCH_74,NeuralNetTorch_r71,282624,189266,539,7710,29103,37352
NN_TORCH_75,NeuralNetTorch_r72,282624,201125,538,7710,17777,26025
NN_TORCH_76,NeuralNetTorch_r73,413696,280821,539,7710,65274,73523
NN_TORCH_77,NeuralNetTorch_r74,0,671309,538,7710,479530,487778
NN_TORCH_78,NeuralNetTorch_r75,0,212624,538,7710,34370,42618
NN_TORCH_79,NeuralNetTorch_r76,151552,206856,539,7710,30834,39083
NN_TORCH_80,NeuralNetTorch_r77,135168,944101,538,7710,764575,772823
NN_TORCH_81,NeuralNetTorch_r78,0,545162,539,7710,353722,361971
NN_TORCH_82,NeuralNetTorch_r79,151552,424893,538,7710,178822,187070
NN_TORCH_83,NeuralNetTorch_r80,131072,205852,538,7710,27386,35634
NN_TORCH_84,NeuralNetTorch_r81,151552,351984,538,7710,187157,195405
NN_TORCH_85,NeuralNetTorch_r82,0,728707,539,7710,549287,557536
NN_TORCH_86,NeuralNetTorch_r83,131072,355138,539,7710,108205,116454
NN_TORCH_87,NeuralNetTorch_r84,577536,189366,538,7710,22342,30590
NN_TORCH_88,NeuralNetTorch_r85,397312,319304,538,7710,128600,136848
NN_TORCH_89,NeuralNetTorch_r86,0,513382,539,7710,322082,330331
NN_TORCH_90,NeuralNetTorch_r87,544768,348537,539,7710,104909,113158
NN_TORCH_91,NeuralNetTorch_r88,151552,548925,539,7710,300288,308537
NN_TORCH_92,NeuralNetTorch_r89,0,710334,539,7710,529719,537968
NN_TORCH_93,NeuralNetTorch_r90,151552,263579,539,7710,43725,51974
NN_TORCH_94,NeuralNetTorch_r91,0,1232940,539,7710,1040602,1048851
NN_TORCH_95,NeuralNetTorch_r92,151552,556058,538,7710,260047,268295
NN_TORCH_96,NeuralNetTorch_r93,262144,189409,539,7710,16430,24679
NN_TORCH_97,NeuralNetTorch_r94,151552,373438,538,7710,174495,182743
NN_TORCH_98,NeuralNetTorch_r95,282624,353230,539,7710,174039,182288
NN_TORCH_99,NeuralNetTorch_r96,282624,509550,538,7710,299672,307920
NN_TORCH_100,NeuralNetTorch_r97,446464,968521,538,7710,788719,796967
NN_TORCH_101,NeuralNetTorch_r98,151552,450039,538,7710,258160,266408
NN_TORCH_102,NeuralNetTorch_r99,413696,205962,539,7710,21207,29456
NN_TORCH_103,NeuralNetTorch_r100,282624,217441,540,7710,20872,29122
NN_TORCH_104,NeuralNetTorch_r101,131072,953980,540,7710,704093,712343
NN_TORCH_105,NeuralNetTorch_r102,131072,308424,540,7710,37336,45586
NN_TORCH_106,NeuralNetTorch_r103,0,571176,540,7710,360916,369166
NN_TORCH_107,NeuralNetTorch_r104,413696,205941,540,7710,22053,30303
NN_TORCH_108,NeuralNetTorch_r105,262144,363825,540,7710,64752,73002
NN_TORCH_109,NeuralNetTorch_r106,151552,573207,540,7710,382094,390344
NN_TORCH_110,NeuralNetTorch_r107,282624,189496,539,7710,25011,33260
NN_TORCH_111,NeuralNetTorch_r108,393216,206384,540,7710,21621,29871
NN_TORCH_112,NeuralNetTorch_r109,413696,243240,539,7710,52823,61072
NN_TORCH_113,NeuralNetTorch_r110,413696,288091,539,7710,103151,111400
NN_TORCH_114,NeuralNetTorch_r111,282624,341607,539,7710,145664,153913
NN_TORCH_115,NeuralNetTorch_r112,262144,378688,539,7710,109113,117362
NN_TORCH_116,NeuralNetTorch_r113,151552,412286,539,7710,200803,209052
NN_TORCH_117,NeuralNetTorch_r114,151552,897103,539,7710,717443,725692
NN_TORCH_118,NeuralNetTorch_r115,131072,621102,540,7710,441219,449469
NN_TORCH_119,NeuralNetTorch_r116,282624,200967,540,7710,28791,37041
NN_TORCH_120,NeuralNetTorch_r117,151552,503647,540,7710,226554,234804
NN_TORCH_121,NeuralNetTorch_r118,151552,281465,540,7710,87155,95405
NN_TORCH_122,NeuralNetTorch_r119,151552,206390,539,7710,20549,28798
NN_TORCH_123,NeuralNetTorch_r120,413696,273712,540,7710,39336,47586
NN_TORCH_124,NeuralNetTorch_r121,0,1209130,540,7710,1016486,1024736
NN_TORCH_125,NeuralNetTorch_r122,262144,304566,540,7710,35008,43258
NN_TORCH_126,NeuralNetTorch_r123,413696,239854,540,7710,32250,40500
NN_TORCH_127,NeuralNetTorch_r124,413696,496544,539,7710,316611,324860
NN_TORCH_128,NeuralNetTorch_r125,413696,329976,539,7710,95417,103666
NN_TORCH_129,NeuralNetTorch_r126,282624,438268,540,7710,218275,226525
NN_TORCH_130,NeuralNetTorch_r127,0,994468,539,7710,783276,791525
NN_TORCH_131,NeuralNetTorch_r128,315392,355450,539,7710,138760,147009
NN_TORCH_132,NeuralNetTorch_r129,151552,289697,539,7710,99132,107381
NN_TORCH_133,NeuralNetTorch_r130,151552,296124,539,7710,94667,102916
NN_TORCH_134,NeuralNetTorch_r131,0,208348,539,7710,32358,40607
