Model_ID,Model,Inference_Memory_Usage,Peak_Memory_During_Inference,Predictor_Size,Learner_Size,Models_Size,Total_Size
FASTAI_14,NeuralNetFastAI_r14,262144,362025,482,7710,9340,17532
FASTAI_15,NeuralNetFastAI_r15,131072,406550,480,7710,9339,17529
FASTAI_16,NeuralNetFastAI_r16,131072,345551,479,7710,9337,17526
FASTAI_17,NeuralNetFastAI_r17,131072,425047,483,7710,9342,17535
FASTAI_18,NeuralNetFastAI_r18,262144,424750,478,7710,9337,17525
FASTAI_19,NeuralNetFastAI_r19,131072,441667,483,7710,9342,17535
FASTAI_20,NeuralNetFastAI_r20,262144,427235,477,7710,9336,17523
FASTAI_21,NeuralNetFastAI_r21,131072,422411,482,7710,9341,17533
FASTAI_22,NeuralNetFastAI_r22,131072,444245,482,7710,9341,17533
FASTAI_23,NeuralNetFastAI_r23,0,340131,482,7710,9341,17533
FASTAI_24,NeuralNetFastAI_r24,0,340028,481,7710,9340,17531
FASTAI_25,NeuralNetFastAI_r25,131072,432021,482,7710,9341,17533
FASTAI_26,NeuralNetFastAI_r26,262144,454209,482,7710,9341,17533
FASTAI_27,NeuralNetFastAI_r27,131072,442438,483,7710,9342,17535
FASTAI_28,NeuralNetFastAI_r28,0,340404,480,7710,9339,17529
FASTAI_29,NeuralNetFastAI_r29,262144,348962,481,7710,9339,17530
FASTAI_30,NeuralNetFastAI_r30,262144,423480,482,7710,9341,17533
FASTAI_31,NeuralNetFastAI_r31,131072,404876,482,7710,9341,17533
FASTAI_32,NeuralNetFastAI_r32,131072,404394,481,7710,9340,17531
FASTAI_33,NeuralNetFastAI_r33,131072,460667,482,7710,9341,17533
FASTAI_34,NeuralNetFastAI_r34,262144,366613,482,7710,9340,17532
FASTAI_35,NeuralNetFastAI_r35,131072,369789,481,7710,9339,17530
FASTAI_36,NeuralNetFastAI_r36,131072,388430,477,7710,9336,17523
FASTAI_37,NeuralNetFastAI_r37,131072,432969,483,7710,9342,17535
FASTAI_38,NeuralNetFastAI_r38,0,321367,476,7710,9334,17520
FASTAI_39,NeuralNetFastAI_r39,393216,339120,482,7710,9341,17533
FASTAI_40,NeuralNetFastAI_r40,262144,365056,481,7710,9339,17530
FASTAI_41,NeuralNetFastAI_r41,262144,411394,480,7710,9339,17529
FASTAI_42,NeuralNetFastAI_r42,131072,442458,483,7710,9342,17535
FASTAI_43,NeuralNetFastAI_r43,131072,433265,483,7710,9342,17535
FASTAI_44,NeuralNetFastAI_r44,262144,340205,481,7710,9340,17531
FASTAI_45,NeuralNetFastAI_r45,0,319234,477,7710,9336,17523
FASTAI_46,NeuralNetFastAI_r46,131072,338163,481,7710,9340,17531
FASTAI_47,NeuralNetFastAI_r47,131072,340868,480,7710,9339,17529
FASTAI_48,NeuralNetFastAI_r48,131072,316576,478,7710,9337,17525
FASTAI_49,NeuralNetFastAI_r49,131072,428385,483,7710,9342,17535
FASTAI_50,NeuralNetFastAI_r50,131072,316947,477,7710,9336,17523
FASTAI_51,NeuralNetFastAI_r51,262144,451275,482,7710,9341,17533
FASTAI_52,NeuralNetFastAI_r52,131072,321970,477,7710,9335,17522
FASTAI_53,NeuralNetFastAI_r53,131072,416383,482,7710,9341,17533
FASTAI_54,NeuralNetFastAI_r54,131072,421609,481,7710,9340,17531
FASTAI_55,NeuralNetFastAI_r55,0,421619,482,7710,9341,17533
FASTAI_56,NeuralNetFastAI_r56,262144,317235,477,7710,9336,17523
FASTAI_57,NeuralNetFastAI_r57,131072,321976,477,7710,9335,17522
FASTAI_58,NeuralNetFastAI_r58,131072,445008,482,7710,9341,17533
FASTAI_59,NeuralNetFastAI_r59,131072,442631,483,7710,9342,17535
FASTAI_60,NeuralNetFastAI_r60,262144,324225,477,7710,9335,17522
FASTAI_61,NeuralNetFastAI_r61,0,327941,476,7710,9334,17520
FASTAI_62,NeuralNetFastAI_r62,131072,428441,483,7710,9342,17535
FASTAI_63,NeuralNetFastAI_r63,131072,413122,480,7710,9339,17529
FASTAI_64,NeuralNetFastAI_r64,0,435431,483,7710,9342,17535
FASTAI_65,NeuralNetFastAI_r65,524288,360333,478,7710,9337,17525
FASTAI_66,NeuralNetFastAI_r66,262144,403757,478,7710,9337,17525
FASTAI_67,NeuralNetFastAI_r67,0,431954,483,7710,9342,17535
FASTAI_68,NeuralNetFastAI_r68,0,403439,480,7710,9339,17529
FASTAI_69,NeuralNetFastAI_r69,131072,364015,481,7710,9339,17530
FASTAI_70,NeuralNetFastAI_r70,131072,429535,481,7710,9340,17531
FASTAI_71,NeuralNetFastAI_r71,131072,362222,483,7710,9342,17535
FASTAI_72,NeuralNetFastAI_r72,131072,401126,477,7710,9336,17523
FASTAI_73,NeuralNetFastAI_r73,131072,401504,477,7710,9336,17523
FASTAI_74,NeuralNetFastAI_r74,131072,428615,481,7710,9340,17531
FASTAI_75,NeuralNetFastAI_r75,393216,428393,478,7710,9337,17525
FASTAI_76,NeuralNetFastAI_r76,131072,320539,477,7710,9335,17522
FASTAI_77,NeuralNetFastAI_r77,131072,406032,480,7710,9339,17529
FASTAI_78,NeuralNetFastAI_r78,131072,425643,483,7710,9342,17535
FASTAI_79,NeuralNetFastAI_r79,131072,411348,481,7710,9340,17531
FASTAI_80,NeuralNetFastAI_r80,0,342488,479,7710,9337,17526
FASTAI_81,NeuralNetFastAI_r81,262144,454024,482,7710,9341,17533
FASTAI_82,NeuralNetFastAI_r82,0,413633,480,7710,9339,17529
FASTAI_83,NeuralNetFastAI_r83,0,357701,482,7710,9341,17533
FASTAI_84,NeuralNetFastAI_r84,262144,359231,482,7710,9341,17533
FASTAI_85,NeuralNetFastAI_r85,131072,411545,481,7710,9340,17531
FASTAI_86,NeuralNetFastAI_r86,131072,405190,482,7710,9341,17533
FASTAI_87,NeuralNetFastAI_r87,131072,364627,481,7710,9339,17530
FASTAI_88,NeuralNetFastAI_r88,262144,379252,478,7710,9337,17525
FASTAI_89,NeuralNetFastAI_r89,131072,357903,482,7710,9341,17533
FASTAI_90,NeuralNetFastAI_r90,131072,452837,483,7710,9342,17535
FASTAI_91,NeuralNetFastAI_r91,131072,400968,480,7710,9339,17529
FASTAI_92,NeuralNetFastAI_r92,131072,385250,478,7710,9337,17525
FASTAI_93,NeuralNetFastAI_r93,131072,407652,480,7710,9339,17529
FASTAI_94,NeuralNetFastAI_r94,131072,439692,482,7710,9341,17533
FASTAI_95,NeuralNetFastAI_r95,131072,364107,482,7710,9340,17532
FASTAI_96,NeuralNetFastAI_r96,0,422762,483,7710,9342,17535
FASTAI_97,NeuralNetFastAI_r97,131072,337602,480,7710,9339,17529
FASTAI_98,NeuralNetFastAI_r98,131072,403518,477,7710,9336,17523
FASTAI_99,NeuralNetFastAI_r99,262144,431964,481,7710,9340,17531
FASTAI_100,NeuralNetFastAI_r100,131072,404252,483,7710,9345,17538
FASTAI_101,NeuralNetFastAI_r101,131072,404963,483,7710,9345,17538
FASTAI_102,NeuralNetFastAI_r102,131072,404467,481,7710,9343,17534
FASTAI_103,NeuralNetFastAI_r103,131072,337965,482,7710,9344,17536
FASTAI_104,NeuralNetFastAI_r104,0,417768,481,7710,9343,17534
FASTAI_105,NeuralNetFastAI_r105,131072,410784,482,7710,9344,17536
FASTAI_106,NeuralNetFastAI_r106,393216,339220,482,7710,9344,17536
FASTAI_107,NeuralNetFastAI_r107,0,401640,483,7710,9345,17538
FASTAI_108,NeuralNetFastAI_r108,131072,361854,483,7710,9344,17537
FASTAI_109,NeuralNetFastAI_r109,131072,374184,483,7710,9344,17537
FASTAI_110,NeuralNetFastAI_r110,131072,404677,483,7710,9345,17538
FASTAI_111,NeuralNetFastAI_r111,131072,402009,482,7710,9344,17536
FASTAI_112,NeuralNetFastAI_r112,0,359439,479,7710,9341,17530
FASTAI_113,NeuralNetFastAI_r113,131072,320792,477,7710,9338,17525
FASTAI_114,NeuralNetFastAI_r114,131072,359823,478,7710,9340,17528
FASTAI_115,NeuralNetFastAI_r115,262144,403988,481,7710,9343,17534
FASTAI_116,NeuralNetFastAI_r116,262144,427817,483,7710,9345,17538
FASTAI_117,NeuralNetFastAI_r117,262144,410404,483,7710,9345,17538
FASTAI_118,NeuralNetFastAI_r118,131072,411563,482,7710,9344,17536
FASTAI_119,NeuralNetFastAI_r119,0,461671,484,7710,9346,17540
FASTAI_120,NeuralNetFastAI_r120,262144,361339,483,7710,9344,17537
FASTAI_121,NeuralNetFastAI_r121,131072,413002,482,7710,9344,17536
FASTAI_122,NeuralNetFastAI_r122,131072,423417,482,7710,9344,17536
FASTAI_123,NeuralNetFastAI_r123,0,441147,482,7710,9344,17536
FASTAI_124,NeuralNetFastAI_r124,262144,411029,482,7710,9344,17536
FASTAI_125,NeuralNetFastAI_r125,131072,445076,483,7710,9345,17538
FASTAI_126,NeuralNetFastAI_r126,0,338743,483,7710,9345,17538
FASTAI_127,NeuralNetFastAI_r127,262144,404260,481,7710,9343,17534
FASTAI_128,NeuralNetFastAI_r128,131072,341870,480,7710,9341,17531
FASTAI_129,NeuralNetFastAI_r129,131072,361422,483,7710,9345,17538
FASTAI_130,NeuralNetFastAI_r130,131072,339977,481,7710,9343,17534
FASTAI_131,NeuralNetFastAI_r131,262144,342749,481,7710,9342,17533
FASTAI_132,NeuralNetFastAI_r132,131072,415163,481,7710,9343,17534
FASTAI_133,NeuralNetFastAI_r133,0,364009,483,7710,9345,17538
FASTAI_134,NeuralNetFastAI_r134,0,404410,483,7710,9345,17538
FASTAI_135,NeuralNetFastAI_r135,0,340276,481,7710,9343,17534
FASTAI_136,NeuralNetFastAI_r136,262144,338304,482,7710,9344,17536
FASTAI_137,NeuralNetFastAI_r137,131072,342350,480,7710,9341,17531
FASTAI_138,NeuralNetFastAI_r138,131072,345406,482,7710,9343,17535
FASTAI_139,NeuralNetFastAI_r139,131072,423590,484,7710,9346,17540
FASTAI_140,NeuralNetFastAI_r140,131072,365187,483,7710,9344,17537
FASTAI_141,NeuralNetFastAI_r141,131072,411478,482,7710,9344,17536
FASTAI_142,NeuralNetFastAI_r142,0,436991,484,7710,9346,17540
FASTAI_143,NeuralNetFastAI_r143,131072,425045,483,7710,9345,17538
FASTAI_144,NeuralNetFastAI_r144,393216,416066,483,7710,9345,17538
FASTAI_145,NeuralNetFastAI_r145,262144,365577,483,7710,9344,17537
FASTAI_146,NeuralNetFastAI_r146,131072,414705,483,7710,9345,17538
FASTAI_147,NeuralNetFastAI_r147,131072,323048,477,7710,9338,17525
FASTAI_148,NeuralNetFastAI_r148,131072,413110,482,7710,9344,17536
FASTAI_149,NeuralNetFastAI_r149,393216,424054,481,7710,9343,17534
FASTAI_150,NeuralNetFastAI_r150,131072,413511,482,7710,9344,17536
FASTAI_151,NeuralNetFastAI_r151,131072,316179,479,7710,9341,17530
FASTAI_152,NeuralNetFastAI_r152,131072,395045,483,7710,9345,17538
FASTAI_153,NeuralNetFastAI_r153,0,404099,483,7710,9345,17538
FASTAI_154,NeuralNetFastAI_r154,131072,338027,482,7710,9344,17536
FASTAI_155,NeuralNetFastAI_r155,131072,337613,481,7710,9343,17534
FASTAI_156,NeuralNetFastAI_r156,131072,401404,479,7710,9341,17530
FASTAI_157,NeuralNetFastAI_r157,131072,430873,483,7710,9345,17538
FASTAI_158,NeuralNetFastAI_r158,131072,434947,484,7710,9346,17540
FASTAI_159,NeuralNetFastAI_r159,0,322719,477,7710,9338,17525
FASTAI_160,NeuralNetFastAI_r160,131072,363856,483,7710,9344,17537
FASTAI_161,NeuralNetFastAI_r161,262144,465330,483,7710,9345,17538
FASTAI_162,NeuralNetFastAI_r162,0,403494,482,7710,9344,17536
FASTAI_163,NeuralNetFastAI_r163,131072,431951,484,7710,9346,17540
FASTAI_164,NeuralNetFastAI_r164,131072,422713,482,7710,9344,17536
FASTAI_165,NeuralNetFastAI_r165,131072,361155,483,7710,9345,17538
FASTAI_166,NeuralNetFastAI_r166,131072,320188,478,7710,9339,17527
FASTAI_167,NeuralNetFastAI_r167,0,413695,483,7710,9345,17538
FASTAI_168,NeuralNetFastAI_r168,131072,439156,484,7710,9346,17540
FASTAI_169,NeuralNetFastAI_r169,0,423758,484,7710,9346,17540
FASTAI_170,NeuralNetFastAI_r170,131072,342623,483,7710,9345,17538
FASTAI_171,NeuralNetFastAI_r171,131072,340157,483,7710,9345,17538
FASTAI_172,NeuralNetFastAI_r172,131072,392051,479,7710,9341,17530
FASTAI_173,NeuralNetFastAI_r173,262144,361602,482,7710,9343,17535
FASTAI_174,NeuralNetFastAI_r174,0,316746,479,7710,9341,17530
FASTAI_175,NeuralNetFastAI_r175,131072,442043,483,7710,9345,17538
FASTAI_176,NeuralNetFastAI_r176,131072,404852,482,7710,9344,17536
FASTAI_177,NeuralNetFastAI_r177,131072,336935,482,7710,9344,17536
FASTAI_178,NeuralNetFastAI_r178,0,403566,481,7710,9343,17534
FASTAI_179,NeuralNetFastAI_r179,131072,400380,478,7710,9340,17528
FASTAI_180,NeuralNetFastAI_r180,0,343222,481,7710,9342,17533
FASTAI_181,NeuralNetFastAI_r181,131072,321943,478,7710,9339,17527
FASTAI_182,NeuralNetFastAI_r182,131072,412959,481,7710,9343,17534
FASTAI_183,NeuralNetFastAI_r183,131072,429397,483,7710,9345,17538
FASTAI_184,NeuralNetFastAI_r184,0,426043,483,7710,9345,17538
FASTAI_185,NeuralNetFastAI_r185,0,361936,483,7710,9345,17538
FASTAI_186,NeuralNetFastAI_r186,0,344599,480,7710,9341,17531
FASTAI_187,NeuralNetFastAI_r187,262144,460799,483,7710,9345,17538
FASTAI_188,NeuralNetFastAI_r188,0,340197,482,7710,9344,17536
FASTAI_189,NeuralNetFastAI_r189,131072,400181,478,7710,9340,17528
FASTAI_190,NeuralNetFastAI_r190,131072,413998,483,7710,9345,17538
FASTAI_191,NeuralNetFastAI_r191,131072,339913,483,7710,9345,17538
FASTAI_192,NeuralNetFastAI_r192,131072,422876,482,7710,9344,17536
FASTAI_193,NeuralNetFastAI_r193,131072,341079,480,7710,9341,17531
FASTAI_194,NeuralNetFastAI_r194,262144,359901,484,7710,9346,17540
FASTAI_195,NeuralNetFastAI_r195,131072,321525,478,7710,9339,17527
FASTAI_196,NeuralNetFastAI_r196,262144,394393,482,7710,9344,17536
FASTAI_197,NeuralNetFastAI_r197,131072,338968,482,7710,9344,17536
FASTAI_198,NeuralNetFastAI_r198,131072,338341,481,7710,9343,17534
FASTAI_199,NeuralNetFastAI_r199,0,407257,483,7710,9345,17538
FASTAI_200,NeuralNetFastAI_r200,131072,371159,483,7710,9344,17537
CAT_0,CatBoost_c1,0,232279,391,7710,65793,73894
CAT_1,CatBoost_r1,0,561927,520,7722,434746,442988
CAT_2,CatBoost_r2,0,199109,520,7710,48489,56719
CAT_3,CatBoost_r3,0,210888,524,7710,54333,62567
CAT_4,CatBoost_r4,0,197839,520,7710,47849,56079
CAT_5,CatBoost_r5,262144,196362,524,7722,47101,55347
CAT_6,CatBoost_r6,143360,203482,520,7710,50649,58879
CAT_7,CatBoost_r7,0,216275,524,7710,57077,65311
CAT_8,CatBoost_r8,131072,199035,524,7722,48445,56691
CAT_9,CatBoost_r9,262144,263063,520,7710,136074,144304
CAT_10,CatBoost_r10,131072,197883,521,7710,47877,56108
CAT_11,CatBoost_r11,323584,199417,525,7710,48625,56860
CAT_12,CatBoost_r12,192512,229912,525,7710,63865,72100
CAT_13,CatBoost_r13,131072,210522,525,7722,54177,62424
CAT_14,CatBoost_r14,131072,225163,521,7710,61517,69748
CAT_15,CatBoost_r15,0,197520,521,7710,47669,55900
CAT_16,CatBoost_r16,0,196793,525,7710,47313,55548
CAT_17,CatBoost_r17,393216,246702,521,7722,120286,128529
CAT_18,CatBoost_r18,0,216712,525,7710,57265,65500
CAT_19,CatBoost_r19,0,324897,525,7710,197674,205909
CAT_20,CatBoost_r20,282624,198952,525,7710,48385,56620
CAT_21,CatBoost_r21,0,196918,525,7722,47361,55608
CAT_22,CatBoost_r22,266240,199485,525,7710,48649,56884
CAT_23,CatBoost_r23,0,199658,525,7722,48721,56968
CAT_24,CatBoost_r24,131072,202032,521,7710,49949,58180
CAT_25,CatBoost_r25,262144,199667,525,7710,48745,56980
CAT_26,CatBoost_r26,131072,199517,525,7710,48641,56876
CAT_27,CatBoost_r27,131072,217327,525,7722,57553,65800
CAT_28,CatBoost_r28,135168,217280,521,7710,57549,65780
CAT_29,CatBoost_r29,282624,199704,525,7710,48761,56996
CAT_30,CatBoost_r30,131072,199304,525,7710,48537,56772
CAT_31,CatBoost_r31,131072,211355,525,7722,54601,62848
CAT_32,CatBoost_r32,0,211453,525,7710,54609,62844
CAT_33,CatBoost_r33,0,216183,525,7710,56969,65204
CAT_34,CatBoost_r34,131072,199699,525,7710,48761,56996
CAT_35,CatBoost_r35,135168,216989,521,7722,57437,65680
CAT_36,CatBoost_r36,0,197754,521,7710,47781,56012
CAT_37,CatBoost_r37,131072,197787,525,7722,47817,56064
CAT_38,CatBoost_r38,0,198718,525,7710,48273,56508
CAT_39,CatBoost_r39,159744,217827,525,7710,57849,66084
CAT_40,CatBoost_r40,131072,212760,521,7722,85694,93937
CAT_41,CatBoost_r41,151552,198072,525,7710,47945,56180
CAT_42,CatBoost_r42,0,196127,525,7710,47009,55244
CAT_43,CatBoost_r43,0,214717,521,7722,87774,96017
CAT_44,CatBoost_r44,0,201397,521,7710,49605,57836
CAT_45,CatBoost_r45,0,210666,525,7710,54257,62492
CAT_46,CatBoost_r46,0,197007,521,7722,47485,55728
CAT_47,CatBoost_r47,0,206080,521,7710,79382,87613
CAT_48,CatBoost_r48,282624,198780,525,7710,48265,56500
CAT_49,CatBoost_r49,131072,196318,525,7710,47097,55332
CAT_50,CatBoost_r50,131072,216089,521,7722,56973,65216
CAT_51,CatBoost_r51,274432,203392,521,7710,50605,58836
CAT_52,CatBoost_r52,131072,211235,525,7710,54553,62788
CAT_53,CatBoost_r53,139264,214360,521,7722,56101,64344
CAT_54,CatBoost_r54,135168,217807,521,7710,57829,66060
CAT_55,CatBoost_r55,0,210848,521,7710,54357,62588
CAT_56,CatBoost_r56,0,201834,521,7710,49821,58052
CAT_57,CatBoost_r57,131072,217418,521,7710,90086,98317
CAT_58,CatBoost_r58,0,217808,525,7722,90626,98873
CAT_59,CatBoost_r59,0,215465,521,7710,88414,96645
CAT_60,CatBoost_r60,131072,198094,525,7710,47961,56196
CAT_61,CatBoost_r61,131072,196893,525,7722,47409,55656
CAT_62,CatBoost_r62,0,210777,525,7710,54305,62540
CAT_63,CatBoost_r63,147456,199236,521,7710,48517,56748
CAT_64,CatBoost_r64,131072,286860,525,7710,159706,167941
CAT_65,CatBoost_r65,0,212690,521,7722,55261,63504
CAT_66,CatBoost_r66,184320,199195,521,7710,48533,56764
CAT_67,CatBoost_r67,192512,269056,521,7710,141966,150197
CAT_68,CatBoost_r68,147456,235571,525,7710,66697,74932
CAT_69,CatBoost_r69,262144,200371,525,7710,49097,57332
CAT_70,CatBoost_r70,274432,198943,521,7722,48453,56696
CAT_71,CatBoost_r71,131072,208659,521,7710,81494,89725
CAT_72,CatBoost_r72,131072,199122,525,7710,48441,56676
CAT_73,CatBoost_r73,131072,197312,521,7710,47589,55820
CAT_74,CatBoost_r74,131072,571690,521,7710,444950,453181
CAT_75,CatBoost_r75,0,201914,521,7710,49861,58092
CAT_76,CatBoost_r76,2166784,374348,525,7710,247474,255709
CAT_77,CatBoost_r77,131072,229372,525,7710,63561,71796
CAT_78,CatBoost_r78,0,198402,525,7710,48105,56340
CAT_79,CatBoost_r79,159744,199051,525,7722,48449,56696
CAT_80,CatBoost_r80,131072,222051,525,7710,59937,68172
CAT_81,CatBoost_r81,151552,216879,521,7710,57365,65596
CAT_82,CatBoost_r82,143360,198823,525,7710,48289,56524
CAT_83,CatBoost_r83,0,196504,525,7710,47161,55396
CAT_84,CatBoost_r84,0,196688,525,7722,47241,55488
CAT_85,CatBoost_r85,180224,201110,525,7710,73954,82189
CAT_86,CatBoost_r86,151552,210653,525,7710,54209,62444
CAT_87,CatBoost_r87,0,201507,521,7722,49701,57944
CAT_88,CatBoost_r88,0,315995,521,7710,188958,197189
CAT_89,CatBoost_r89,0,199144,525,7710,48457,56692
CAT_90,CatBoost_r90,131072,211223,521,7722,54549,62792
CAT_91,CatBoost_r91,147456,199801,525,7710,48817,57052
CAT_92,CatBoost_r92,0,1229499,521,7710,1102399,1110630
CAT_93,CatBoost_r93,323584,199317,521,7710,48565,56796
CAT_94,CatBoost_r94,0,197110,521,7710,47493,55724
CAT_95,CatBoost_r95,159744,206200,521,7722,52021,60264
CAT_96,CatBoost_r96,0,198765,525,7710,48265,56500
CAT_97,CatBoost_r97,135168,196371,525,7710,47073,55308
CAT_98,CatBoost_r98,131072,199584,525,7722,48689,56936
CAT_99,CatBoost_r99,131072,242848,525,7710,116266,124501
CAT_100,CatBoost_r100,0,199497,522,7722,48697,56941
CAT_101,CatBoost_r101,131072,212507,522,7710,55161,63393
CAT_102,CatBoost_r102,131072,199081,526,7710,48453,56689
CAT_103,CatBoost_r103,0,235694,526,7710,66733,74969
CAT_104,CatBoost_r104,131072,220278,522,7710,59049,67281
CAT_105,CatBoost_r105,192512,212088,526,7710,54925,63161
CAT_106,CatBoost_r106,278528,210801,526,7722,54325,62573
CAT_107,CatBoost_r107,0,211444,526,7710,54637,62873
CAT_108,CatBoost_r108,0,217366,522,7710,57617,65849
CAT_109,CatBoost_r109,282624,199124,526,7710,48477,56713
CAT_110,CatBoost_r110,0,210784,526,7722,54285,62533
CAT_111,CatBoost_r111,131072,211017,526,7710,54421,62657
CAT_112,CatBoost_r112,0,234718,526,7710,66245,74481
CAT_113,CatBoost_r113,135168,198895,526,7710,48341,56577
CAT_114,CatBoost_r114,262144,199125,526,7722,48453,56701
CAT_115,CatBoost_r115,0,280173,522,7710,153482,161714
CAT_116,CatBoost_r116,323584,198653,526,7710,48205,56441
CAT_117,CatBoost_r117,0,213777,522,7710,55825,64057
CAT_118,CatBoost_r118,131072,265367,522,7710,138442,146674
CAT_119,CatBoost_r119,0,210771,526,7710,54269,62505
CAT_120,CatBoost_r120,0,198537,526,7710,48157,56393
CAT_121,CatBoost_r121,131072,196133,526,7710,47013,55249
CAT_122,CatBoost_r122,0,206675,522,7722,52257,60501
CAT_123,CatBoost_r123,0,223580,522,7710,60729,68961
CAT_124,CatBoost_r124,0,211043,526,7710,54405,62641
CAT_125,CatBoost_r125,0,220268,522,7710,59073,67305
CAT_126,CatBoost_r126,131072,199806,526,7710,48789,57025
CAT_127,CatBoost_r127,2134016,374314,526,7710,247678,255914
CAT_128,CatBoost_r128,0,216742,522,7710,57305,65537
CAT_129,CatBoost_r129,147456,200027,522,7710,48921,57153
CAT_130,CatBoost_r130,266240,198582,522,7710,48201,56433
CAT_131,CatBoost_r131,0,202225,522,7710,50025,58257
CAT_132,CatBoost_r132,131072,199339,522,7710,48577,56809
CAT_133,CatBoost_r133,131072,215693,526,7722,88678,96926
CAT_134,CatBoost_r134,131072,308391,522,7710,181930,190162
CAT_135,CatBoost_r135,131072,236820,526,7710,109598,117834
CAT_136,CatBoost_r136,0,198951,526,7722,48429,56677
CAT_137,CatBoost_r137,192512,206132,526,7710,51957,60193
CAT_138,CatBoost_r138,143360,235670,526,7722,66757,75005
CAT_139,CatBoost_r139,135168,196494,526,7710,47133,55369
CAT_140,CatBoost_r140,0,210625,522,7710,54249,62481
CAT_141,CatBoost_r141,0,199636,526,7710,48733,56969
CAT_142,CatBoost_r142,131072,208068,522,7722,52961,61205
CAT_143,CatBoost_r143,131072,206490,526,7710,79454,87690
CAT_144,CatBoost_r144,0,216725,522,7710,57265,65497
CAT_145,CatBoost_r145,671744,312898,522,7710,186098,194330
CAT_146,CatBoost_r146,131072,210472,526,7710,54117,62353
CAT_147,CatBoost_r147,0,210817,526,7722,54333,62581
CAT_148,CatBoost_r148,0,201653,526,7710,74798,83034
CAT_149,CatBoost_r149,131072,218877,526,7710,58317,66553
CAT_150,CatBoost_r150,0,199254,522,7710,48537,56769
CAT_151,CatBoost_r151,0,205660,526,7710,79254,87490
CAT_152,CatBoost_r152,0,211300,522,7722,54625,62869
CAT_153,CatBoost_r153,0,220006,522,7710,58913,67145
CAT_154,CatBoost_r154,0,201521,522,7710,49697,57929
CAT_155,CatBoost_r155,131072,217427,526,7710,57621,65857
CAT_156,CatBoost_r156,131072,208065,522,7710,52945,61177
CAT_157,CatBoost_r157,0,347954,522,7722,220898,229142
CAT_158,CatBoost_r158,131072,205478,522,7710,51673,59905
CAT_159,CatBoost_r159,0,201862,522,7710,49841,58073
CAT_160,CatBoost_r160,151552,212204,522,7710,84986,93218
CAT_161,CatBoost_r161,151552,249403,522,7710,122762,130994
CAT_162,CatBoost_r162,131072,255997,522,7710,128890,137122
CAT_163,CatBoost_r163,262144,218848,526,7710,58373,66609
CAT_164,CatBoost_r164,131072,197584,526,7710,47717,55953
CAT_165,CatBoost_r165,131072,220131,522,7722,58985,67229
CAT_166,CatBoost_r166,0,197240,526,7710,47501,55737
CAT_167,CatBoost_r167,0,242999,526,7722,70429,78677
CAT_168,CatBoost_r168,143360,207009,522,7710,52465,60697
CAT_169,CatBoost_r169,0,198739,526,7710,48253,56489
CAT_170,CatBoost_r170,0,212122,526,7710,55005,63241
CAT_171,CatBoost_r171,143360,198750,526,7710,48261,56497
CAT_172,CatBoost_r172,0,283139,522,7710,156498,164730
CAT_173,CatBoost_r173,0,221539,526,7710,59653,67889
CAT_174,CatBoost_r174,0,205833,522,7722,78586,86830
CAT_175,CatBoost_r175,0,240999,522,7710,69465,77697
CAT_176,CatBoost_r176,0,197255,522,7710,47569,55801
CAT_177,CatBoost_r177,0,196163,526,7710,46965,55201
CAT_178,CatBoost_r178,131072,217259,526,7722,57525,65773
CAT_179,CatBoost_r179,143360,198664,526,7710,48213,56449
CAT_180,CatBoost_r180,278528,220742,522,7710,59305,67537
CAT_181,CatBoost_r181,0,284336,522,7710,157362,165594
CAT_182,CatBoost_r182,282624,198824,526,7710,48293,56529
CAT_183,CatBoost_r183,131072,198186,526,7710,48013,56249
CAT_184,CatBoost_r184,0,205471,522,7722,51689,59933
CAT_185,CatBoost_r185,0,245130,526,7710,71485,79721
CAT_186,CatBoost_r186,151552,207325,522,7710,80354,88586
CAT_187,CatBoost_r187,282624,211202,522,7710,84810,93042
CAT_188,CatBoost_r188,0,230508,526,7722,64181,72429
CAT_189,CatBoost_r189,0,198028,522,7710,47953,56185
CAT_190,CatBoost_r190,0,210660,526,7710,54245,62481
CAT_191,CatBoost_r191,0,217454,526,7710,57637,65873
CAT_192,CatBoost_r192,131072,222069,526,7722,59925,68173
CAT_193,CatBoost_r193,131072,197386,526,7710,47589,55825
CAT_194,CatBoost_r194,0,203755,522,7710,50809,59041
CAT_195,CatBoost_r195,151552,213798,522,7710,55809,64041
CAT_196,CatBoost_r196,192512,198944,522,7710,48377,56609
CAT_197,CatBoost_r197,131072,199980,526,7722,48917,57165
CAT_198,CatBoost_r198,278528,196516,526,7710,47149,55385
CAT_199,CatBoost_r199,131072,198713,526,7710,48245,56481
CAT_200,CatBoost_r200,0,203156,522,7722,50529,58773
